user,employee_name,department,job_title,date,login_count,night_logins,unique_pcs,usb_count,file_activity_count,file_deleted,file_copied,file_accessed,emails_sent,external_emails,email_attachments,http_requests,unique_urls,cctv_anomalies,access_card_anomalies,behavioral_score,anomaly_label,risk_score
USR03900,Maria Smith,Marketing,Senior Developer,2026-01-23,235,1,7,119,1198,151,17,1030,172,25,18,886,306,1,6,53.06,1,63.54
USR03901,Sarah Williams,Finance,Officer,2026-01-22,119,7,3,105,1013,46,54,913,82,2,13,1154,299,14,7,43.31,1,86.81
USR03902,Emily Rodriguez,Sales,Consultant,2026-01-21,180,9,8,14,930,53,186,691,81,8,3,1150,481,0,8,81.91,-1,75.42
USR03903,Maria Rodriguez,Operations,Coordinator,2026-01-20,224,15,6,62,637,17,7,613,89,26,12,1079,31,14,3,100,-1,87.77
USR03904,Lisa Garcia,Sales,Director,2026-01-19,85,4,1,95,517,4,102,411,54,12,3,68,21,8,6,100,1,59.7
USR03905,Jennifer Johnson,Engineering,Senior Developer,2026-01-18,64,4,6,0,115,17,23,75,125,10,25,605,466,13,2,53.34,1,66.39
USR03906,Michael Smith,Legal,Associate,2026-01-17,102,5,5,20,776,107,127,542,192,20,15,1236,273,8,2,40.1,1,67.54
USR03907,Jennifer Rodriguez,Executive,Analyst,2026-01-16,199,10,8,79,897,83,22,792,152,34,18,917,368,11,6,46.89,1,93.29
USR03908,John Brown,Operations,Lead,2026-01-15,209,16,5,136,1192,123,142,927,161,38,6,1471,467,15,2,45.22,1,100
USR03909,Michael Rodriguez,Security,Manager,2026-01-14,168,0,3,54,219,19,12,188,174,4,42,361,198,4,0,10.3,1,45.65
USR03910,Robert Martinez,Engineering,Specialist,2026-01-13,81,5,7,146,1140,11,138,991,127,34,11,1862,181,7,4,56.28,1,74.09
USR03911,Lisa Rodriguez,Legal,Senior Developer,2026-01-12,233,13,2,98,157,7,7,143,171,19,7,990,494,2,6,67.15,1,68.49
USR03912,Maria Rodriguez,IT,Specialist,2026-01-11,233,4,3,60,486,67,36,383,82,19,12,190,43,14,5,53.09,1,76.79
USR03913,Lisa Johnson,Finance,Officer,2026-01-10,239,0,5,65,653,83,18,552,98,12,12,299,151,10,1,79.01,1,53.7
USR03914,Robert Brown,Finance,Coordinator,2026-01-09,78,0,2,96,989,10,77,902,154,6,23,855,447,3,0,100,-1,48.23
USR03915,John Davis,Sales,Lead,2026-01-08,214,11,2,107,616,7,82,527,113,18,2,1848,46,10,8,88.38,1,76.87
USR03916,David Garcia,Finance,Manager,2026-01-07,168,2,8,35,555,20,68,467,163,9,7,1779,236,13,4,86.73,-1,69.09
USR03917,David Rodriguez,Marketing,Manager,2026-01-06,120,9,6,126,634,89,70,475,98,39,3,1592,132,6,7,51.63,-1,100
USR03918,David Garcia,Security,Manager,2026-01-05,239,6,2,128,1020,28,101,891,156,16,24,1576,244,11,6,74.45,1,76.97
USR03919,Michael Martinez,Operations,Specialist,2026-01-04,205,14,7,132,85,7,4,74,89,30,21,1218,246,11,1,30.56,1,85.89
USR03920,Emily Miller,IT,Consultant,2026-01-03,78,0,4,111,45,3,2,40,162,36,45,1258,161,8,7,58.48,1,63.11
USR03921,David Garcia,Legal,Officer,2026-01-02,139,9,8,80,157,3,18,136,140,37,15,1431,123,7,6,91.8,1,63.26
USR03922,James Smith,Finance,Specialist,2026-01-01,109,7,2,93,1194,175,117,902,131,42,4,1228,152,8,5,86.59,1,83.7
USR03923,Sarah Jones,Engineering,Associate,2025-12-31,156,7,5,21,1060,72,26,962,41,12,4,1734,34,10,3,82.0,1,53.15
USR03924,Michael Williams,IT,Consultant,2025-12-30,190,15,4,15,686,100,116,470,51,3,13,621,192,7,2,57.53,1,72.04
USR03925,Sarah Davis,HR,Associate,2025-12-29,184,3,5,88,353,10,57,286,186,12,33,1690,25,11,5,93.99,-1,69.57
USR03926,James Rodriguez,Security,Officer,2025-12-28,100,0,3,144,874,33,6,835,93,26,20,554,139,12,4,28.85,1,76.28
USR03927,Robert Williams,IT,Analyst,2025-12-27,209,5,3,105,521,15,2,504,192,72,25,1593,299,14,2,67.85,-1,98.03
USR03928,Lisa Jones,Security,Lead,2025-12-26,224,2,7,129,330,0,35,295,60,5,16,237,54,14,7,47.81,1,76.49
USR03929,David Williams,IT,Lead,2025-12-25,194,8,4,122,1135,142,120,873,45,8,2,994,198,2,4,20.26,1,76.38
USR03930,Jennifer Rodriguez,Engineering,Associate,2026-01-23,203,11,4,27,895,76,112,707,17,2,4,1887,344,8,8,94.53,1,68.96
USR03931,Emily Jones,Engineering,Officer,2026-01-22,205,6,3,137,626,44,48,534,144,32,43,1225,140,4,2,86.56,1,55.45
USR03932,Lisa Johnson,Engineering,Lead,2026-01-21,87,1,2,144,568,7,27,534,56,8,15,986,203,7,3,61.05,-1,67.35
USR03933,Robert Rodriguez,HR,Director,2026-01-20,110,0,7,124,1095,24,53,1018,133,43,9,1587,138,3,1,79.23,1,44.17
USR03934,James Jones,IT,Director,2026-01-19,210,16,4,62,749,48,97,604,68,16,16,1424,480,5,8,33.04,1,90.55
USR03935,Maria Davis,IT,Officer,2026-01-18,164,3,1,136,659,23,129,507,85,3,14,1751,244,1,2,39.79,1,49.29
USR03936,David Miller,Marketing,Consultant,2026-01-17,210,7,3,4,199,28,22,149,81,24,2,317,57,8,1,82.43,1,46.63
USR03937,James Davis,Marketing,Analyst,2026-01-16,209,8,2,147,544,73,19,452,170,53,46,1429,183,3,1,69.35,1,65.91
USR03938,John Williams,Engineering,Manager,2026-01-15,206,6,2,82,360,6,69,285,8,3,0,369,178,4,0,95.69,1,41.2
USR03939,David Brown,Legal,Associate,2026-01-14,161,12,4,3,1086,13,104,969,86,30,4,1038,471,6,8,23.15,1,86.96
USR03940,David Garcia,Sales,Coordinator,2026-01-13,86,5,5,88,610,0,94,516,97,14,13,51,45,10,6,69.34,1,81.92
USR03941,John Martinez,Security,Director,2026-01-12,215,5,2,115,987,46,162,779,149,27,8,1951,96,5,3,69.1,1,63.43
USR03942,Lisa Johnson,Security,Specialist,2026-01-11,109,6,2,112,408,8,57,343,81,15,0,1399,247,12,6,61.34,1,75.98
USR03943,John Johnson,Security,Specialist,2026-01-10,158,12,7,98,768,24,88,656,151,24,1,958,64,4,4,100,-1,74.42
USR03944,David Davis,Sales,Director,2026-01-09,219,4,1,88,801,22,47,732,180,38,48,979,83,1,3,100,1,40.37
USR03945,Sarah Jones,Marketing,Officer,2026-01-08,66,0,5,81,1091,47,97,947,20,6,5,123,23,14,5,33.34,1,74.32
USR03946,Jennifer Williams,Operations,Analyst,2026-01-07,156,8,1,105,858,126,113,619,82,32,2,1097,316,6,0,60.37,-1,89.02
USR03947,James Rodriguez,HR,Manager,2026-01-06,148,3,4,111,187,17,37,133,29,3,5,747,479,13,5,55.58,1,77.7
USR03948,Robert Johnson,Security,Specialist,2026-01-05,212,3,5,118,798,23,60,715,135,2,10,854,436,15,0,84.54,1,65.53
USR03949,Robert Miller,IT,Officer,2026-01-04,62,3,5,18,1082,31,67,984,112,3,16,1860,358,2,2,80.75,1,29.24
USR03950,Emily Williams,Operations,Lead,2026-01-03,47,1,8,130,29,0,1,28,200,38,31,359,41,13,7,91.96,1,69.85
USR03951,James Davis,Legal,Analyst,2026-01-02,199,13,6,53,928,99,117,712,11,1,1,1035,174,2,4,41.44,1,66.62
USR03952,Lisa Garcia,Engineering,Director,2026-01-01,96,0,4,54,789,97,9,683,31,4,6,1761,446,15,1,34.18,1,64.64
USR03953,Robert Rodriguez,Security,Manager,2025-12-31,164,0,4,40,367,18,64,285,161,8,15,821,39,9,3,50.74,1,46.39
USR03954,James Miller,Marketing,Associate,2025-12-30,117,0,2,146,286,31,21,234,134,50,17,1501,286,5,7,58.8,1,69.24
USR03955,Lisa Martinez,Operations,Manager,2025-12-29,158,10,1,21,328,16,48,264,123,22,20,1041,447,12,3,27.65,1,80.84
USR03956,Sarah Martinez,Marketing,Director,2025-12-28,70,3,1,141,953,28,106,819,85,3,16,1701,76,14,0,44.11,1,68.03
USR03957,Sarah Brown,Legal,Manager,2025-12-27,113,2,2,109,583,42,30,511,184,69,16,694,195,9,2,81.06,1,70.96
USR03958,David Jones,IT,Director,2025-12-26,234,6,8,149,292,42,2,248,27,4,8,353,333,5,3,98.74,1,63.49
USR03959,Michael Garcia,Executive,Associate,2025-12-25,137,8,7,82,37,3,6,28,11,0,0,873,196,10,8,89.06,-1,78.46
USR03960,Jennifer Smith,Marketing,Director,2026-01-23,133,5,2,139,134,1,13,120,107,41,1,778,236,15,7,60.89,-1,100
USR03961,James Smith,Engineering,Lead,2026-01-22,243,8,4,138,90,0,13,77,67,23,19,1284,478,7,7,71.97,1,74.53
USR03962,James Martinez,Finance,Senior Developer,2026-01-21,194,15,8,43,152,18,3,131,103,12,21,63,62,3,6,44.45,-1,95.72
USR03963,David Davis,Operations,Analyst,2026-01-20,123,3,6,120,85,0,6,79,89,32,14,1844,61,15,0,72.83,1,62.56
USR03964,Jennifer Garcia,Legal,Senior Developer,2026-01-19,207,3,8,135,44,0,5,39,52,18,8,345,135,4,5,40.23,1,61.48
USR03965,Emily Jones,Executive,Manager,2026-01-18,215,6,3,21,374,43,38,293,55,0,4,727,283,6,3,64.56,1,49.48
USR03966,Emily Williams,Operations,Officer,2026-01-17,148,11,1,65,1010,67,76,867,132,41,14,74,58,3,1,97.29,1,69.1
USR03967,Robert Smith,Security,Officer,2026-01-16,147,6,8,135,644,43,52,549,55,9,6,1543,144,11,7,51.09,-1,94.19
USR03968,Sarah Johnson,Security,Senior Developer,2026-01-15,90,3,7,21,439,50,27,362,128,45,20,99,73,0,5,18.03,1,66.61
USR03969,Jennifer Johnson,Finance,Consultant,2026-01-14,100,7,5,90,943,60,105,778,48,11,14,1778,143,0,3,47.81,1,51.65
USR03970,John Williams,IT,Coordinator,2026-01-13,87,1,7,33,942,34,162,746,137,29,1,316,114,9,0,31.27,1,64.73
USR03971,Sarah Smith,Operations,Associate,2026-01-12,100,4,1,147,1198,105,90,1003,112,29,22,1343,214,8,5,74.08,1,77.05
USR03972,Sarah Davis,Finance,Coordinator,2026-01-11,49,1,3,37,1168,74,76,1018,49,5,1,484,298,9,3,24.58,-1,83.21
USR03973,Emily Smith,Engineering,Senior Developer,2026-01-10,114,2,6,96,22,1,0,21,197,16,38,457,369,0,5,87.47,-1,61.13
USR03974,Michael Smith,IT,Director,2026-01-09,79,0,1,44,686,45,100,541,157,13,5,1097,241,0,6,65.77,1,40.91
USR03975,Sarah Jones,Marketing,Lead,2026-01-08,162,4,5,59,1030,62,1,967,94,14,11,1311,234,4,7,36.52,1,59.08
USR03976,Lisa Miller,Marketing,Manager,2026-01-07,123,2,8,62,920,98,124,698,71,17,17,231,79,3,4,16.25,1,66.68
USR03977,Jennifer Miller,Executive,Specialist,2026-01-06,56,2,4,17,628,3,13,612,65,18,16,1198,261,9,2,90.42,1,39.38
USR03978,Emily Davis,Finance,Lead,2026-01-05,190,8,3,137,597,1,101,495,142,44,40,1141,410,11,6,73.04,-1,100
USR03979,Robert Garcia,Operations,Analyst,2026-01-04,78,6,1,12,607,82,11,514,108,17,23,1502,67,11,5,61.74,1,62.65
USR03980,Lisa Smith,Marketing,Manager,2026-01-03,70,4,8,3,509,46,93,370,15,5,4,1650,464,8,2,87.59,1,44.94
USR03981,David Smith,Operations,Analyst,2026-01-02,145,9,1,108,1150,17,58,1075,92,24,6,1452,384,12,2,39.69,1,81.61
USR03982,Michael Miller,Legal,Director,2026-01-01,145,1,6,125,942,32,58,852,91,22,27,222,142,4,7,50.14,1,71.24
USR03983,Maria Williams,IT,Senior Developer,2025-12-31,130,9,5,71,793,12,115,666,62,10,7,872,48,13,8,36.7,1,87.16
USR03984,John Miller,IT,Specialist,2025-12-30,41,0,3,98,81,2,16,63,121,40,3,97,77,2,1,39.93,1,56.8
USR03985,Michael Brown,Operations,Director,2025-12-29,212,16,7,144,1064,4,15,1045,143,34,6,632,288,9,8,63.56,1,100
USR03986,Jennifer Jones,Finance,Analyst,2025-12-28,86,2,3,36,862,15,108,739,163,10,15,1660,304,5,1,46.1,1,43.65
USR03987,Jennifer Williams,Finance,Lead,2025-12-27,145,6,8,132,313,13,51,249,173,52,30,711,240,14,6,78.58,1,92.87
USR03988,Robert Miller,Marketing,Officer,2025-12-26,182,7,6,85,930,28,20,882,138,39,30,1473,87,9,8,90.89,1,71.0
USR03989,James Brown,Marketing,Officer,2025-12-25,201,14,5,113,332,45,52,235,118,46,13,386,217,3,3,48.06,1,86.23
USR03990,Maria Brown,Sales,Specialist,2026-01-23,52,3,7,34,114,5,21,88,142,9,1,1036,177,10,6,48.18,-1,73.02
USR03991,Emily Williams,HR,Director,2026-01-22,193,3,3,61,169,9,5,155,74,5,2,1712,199,4,5,77.69,1,37.86
USR03992,Sarah Jones,Marketing,Specialist,2026-01-21,95,2,6,15,135,16,23,96,102,38,28,1618,321,4,0,33.25,1,43.8
USR03993,Sarah Garcia,Executive,Specialist,2026-01-20,232,4,4,72,600,19,66,515,68,11,4,956,51,13,0,61.1,1,56.73
USR03994,David Martinez,IT,Consultant,2026-01-19,114,2,4,101,238,31,41,166,16,1,1,689,108,5,3,60.82,1,45.16
USR03995,Lisa Martinez,Operations,Analyst,2026-01-18,212,3,8,15,93,5,5,83,78,20,19,855,26,0,1,33.46,-1,43.59
USR03996,Michael Smith,Executive,Lead,2026-01-17,113,0,3,113,90,10,18,62,74,6,2,769,107,3,1,83.08,1,29.1
USR03997,Lisa Johnson,IT,Lead,2026-01-16,248,13,3,88,843,88,23,732,99,26,7,915,304,12,4,92.58,1,84.21
USR03998,John Jones,Legal,Consultant,2026-01-15,187,6,1,106,347,33,44,270,63,12,15,1729,178,5,8,54.55,1,65.46
USR03999,Lisa Johnson,Finance,Coordinator,2026-01-14,221,13,4,89,611,24,15,572,64,7,3,238,197,4,7,76.2,1,76.51
USR04000,Jennifer Jones,IT,Lead,2026-01-13,242,6,1,71,990,22,4,964,66,1,6,512,444,15,1,69.39,1,73.76
USR04001,John Williams,Executive,Officer,2026-01-12,142,7,1,109,547,36,108,403,6,2,0,1605,35,10,7,67.53,1,72.11
USR04002,David Smith,Sales,Associate,2026-01-11,229,4,7,5,109,11,9,89,44,17,6,490,197,15,4,27.38,1,73.53
USR04003,Jennifer Johnson,IT,Specialist,2026-01-10,107,4,5,19,518,67,69,382,38,10,8,1378,112,7,5,44.48,1,56.79
USR04004,Emily Rodriguez,Engineering,Consultant,2026-01-09,235,3,8,122,1069,144,11,914,77,27,6,1144,375,2,0,13.32,-1,79.15
USR04005,Maria Garcia,Engineering,Officer,2026-01-08,240,12,2,65,29,2,4,23,114,32,29,281,242,1,7,83.93,1,70.93
USR04006,Robert Williams,Finance,Senior Developer,2026-01-07,193,5,1,11,240,7,17,216,159,17,7,1455,215,11,0,79.67,1,44.27
USR04007,Maria Jones,IT,Associate,2026-01-06,89,3,7,65,820,77,2,741,165,53,40,281,27,13,0,29.76,1,74.76
USR04008,Michael Brown,Security,Manager,2026-01-05,86,1,6,54,958,81,83,794,178,63,8,1002,374,1,5,77.32,1,60.86
USR04009,Sarah Rodriguez,Security,Officer,2026-01-04,78,0,7,102,757,110,112,535,132,25,31,1980,392,14,8,91.17,-1,97.4
USR04010,John Rodriguez,HR,Lead,2026-01-03,93,7,3,0,100,12,13,75,59,4,10,925,280,12,5,55.5,1,62.33
USR04011,Emily Miller,IT,Senior Developer,2026-01-02,150,11,2,145,1032,91,2,939,5,0,0,1712,388,9,0,54.93,1,69.49
USR04012,Sarah Garcia,Marketing,Analyst,2026-01-01,130,0,1,92,1111,53,94,964,176,24,19,1458,297,10,8,33.44,1,79.4
USR04013,Sarah Jones,Finance,Officer,2025-12-31,173,4,4,115,818,3,25,790,138,47,12,432,418,11,7,73.85,-1,100
USR04014,James Martinez,Legal,Coordinator,2025-12-30,205,11,3,66,853,48,109,696,18,4,5,426,187,0,4,84.4,1,54.34
USR04015,Sarah Martinez,Marketing,Associate,2025-12-29,243,10,2,130,615,30,91,494,52,8,9,1872,423,11,7,87.32,1,81.17
USR04016,Michael Garcia,Executive,Director,2025-12-28,201,2,3,39,1160,103,194,863,154,21,9,1246,411,7,8,51.13,1,78.94
USR04017,Robert Miller,Security,Director,2025-12-27,74,0,1,10,956,57,86,813,157,2,4,464,113,11,7,33.44,1,65.22
USR04018,Sarah Jones,Security,Manager,2025-12-26,78,2,4,4,395,56,43,296,162,41,32,1119,305,11,5,79.89,1,63.95
USR04019,Maria Davis,HR,Manager,2025-12-25,203,12,1,139,755,45,11,699,39,12,2,1608,446,11,1,48.62,1,79.36
USR04020,Emily Garcia,Marketing,Associate,2026-01-23,249,11,6,104,269,29,10,230,8,3,0,556,242,15,8,84.24,1,88.43
USR04021,Lisa Brown,Sales,Coordinator,2026-01-22,249,1,2,88,395,30,61,304,56,14,9,1519,297,2,1,54.49,1,39.42
USR04022,Maria Smith,Legal,Manager,2026-01-21,187,1,5,74,122,18,0,104,20,2,2,1698,184,14,8,46.79,-1,82.66
USR04023,Sarah Brown,Engineering,Manager,2026-01-20,80,6,1,59,947,62,161,724,93,19,1,1805,420,11,3,43.91,1,78.78
USR04024,John Johnson,Sales,Specialist,2026-01-19,243,14,6,15,872,8,159,705,189,29,12,1072,55,12,5,54.12,-1,100
USR04025,Sarah Jones,Sales,Director,2026-01-18,106,8,2,144,441,22,21,398,10,3,0,772,107,10,0,39.34,1,65.11
USR04026,Maria Rodriguez,IT,Associate,2026-01-17,120,0,5,119,84,0,12,72,51,4,10,1717,449,1,1,100,1,23.05
USR04027,Sarah Davis,HR,Lead,2026-01-16,205,1,3,50,1172,56,104,1012,9,2,2,624,268,0,7,100,-1,55.13
USR04028,James Smith,Legal,Officer,2026-01-15,197,12,6,32,987,52,147,788,147,15,4,1546,68,5,5,79.64,-1,78.37
USR04029,Sarah Rodriguez,Executive,Lead,2026-01-14,154,12,1,28,904,39,174,691,79,16,8,754,56,12,6,28.27,-1,100
USR04030,John Rodriguez,HR,Associate,2026-01-13,161,8,6,57,269,20,45,204,16,6,1,1330,253,9,3,80.07,1,55.49
USR04031,Sarah Martinez,Finance,Consultant,2026-01-12,130,4,6,71,1125,6,105,1014,39,1,9,1425,181,4,7,68.52,1,50.99
USR04032,James Smith,IT,Manager,2026-01-11,130,0,4,48,469,2,18,449,17,6,3,1627,300,5,2,13.51,1,42.82
USR04033,Robert Jones,Legal,Manager,2026-01-10,182,1,4,64,1193,119,131,943,86,28,10,1823,96,7,2,36.29,-1,79.88
USR04034,Robert Williams,Finance,Analyst,2026-01-09,174,6,3,1,674,101,11,562,177,16,23,1674,458,10,1,53.96,1,58.81
USR04035,Maria Martinez,Sales,Manager,2026-01-08,195,9,3,104,615,82,78,455,132,48,31,83,80,0,3,40.1,-1,100
USR04036,Jennifer Garcia,Operations,Officer,2026-01-07,105,2,2,102,1186,26,149,1011,96,31,11,1724,310,9,1,80.25,1,60.94
USR04037,David Martinez,Engineering,Consultant,2026-01-06,122,4,8,134,320,38,18,264,81,3,20,1309,276,12,6,67.71,1,70.9
USR04038,Robert Davis,Engineering,Senior Developer,2026-01-05,152,4,1,3,871,23,140,708,15,1,0,1920,117,3,5,64.24,1,41.1
USR04039,Jennifer Williams,Finance,Consultant,2026-01-04,90,5,3,65,593,38,99,456,95,1,14,939,185,9,7,75.94,1,63.84
USR04040,Jennifer Garcia,Executive,Coordinator,2026-01-03,199,14,8,92,260,19,8,233,86,32,0,1068,400,9,2,22.55,1,86.69
USR04041,Lisa Brown,Sales,Senior Developer,2026-01-02,42,0,5,82,402,59,30,313,50,7,4,1609,339,3,4,46.71,1,45.4
USR04042,Sarah Davis,Executive,Coordinator,2026-01-01,223,10,4,130,617,24,1,592,128,4,32,672,230,13,0,59.03,1,72.1
USR04043,David Martinez,Engineering,Coordinator,2025-12-31,95,3,2,63,1185,49,226,910,102,2,29,1694,202,15,2,61.69,1,72.68
USR04044,Sarah Johnson,Legal,Consultant,2025-12-30,165,13,7,44,507,64,54,389,96,34,4,879,139,0,1,88.26,1,49.65
USR04045,Emily Smith,Marketing,Lead,2025-12-29,152,12,5,40,834,27,72,735,6,2,1,653,407,15,5,44.58,1,92.49
USR04046,James Martinez,Security,Coordinator,2025-12-28,80,1,2,140,157,5,0,152,160,8,36,223,139,15,0,40.53,1,72.64
USR04047,Lisa Davis,Finance,Officer,2025-12-27,191,10,7,127,1082,84,162,836,148,28,25,944,82,4,1,75.47,1,68.76
USR04048,David Jones,HR,Analyst,2025-12-26,128,6,6,115,605,27,121,457,128,21,38,1131,114,9,8,15.69,1,88.96
USR04049,Sarah Rodriguez,Engineering,Analyst,2025-12-25,86,4,6,90,1048,69,170,809,75,10,14,1951,116,10,2,35.51,1,71.46
USR04050,David Martinez,Finance,Coordinator,2026-01-23,67,0,5,110,781,18,127,636,84,3,23,587,202,13,4,56.87,-1,85.38
USR04051,Michael Martinez,Engineering,Coordinator,2026-01-22,175,13,3,108,673,12,39,622,198,75,16,973,114,4,6,69.64,-1,99.46
USR04052,John Martinez,Legal,Analyst,2026-01-21,57,1,2,47,318,9,56,253,189,55,6,769,303,8,2,33.99,1,67.82
USR04053,Robert Davis,HR,Manager,2026-01-20,80,1,2,143,692,64,55,573,27,3,2,1326,267,11,7,17.17,1,81.39
USR04054,Maria Davis,Finance,Lead,2026-01-19,63,2,6,78,488,51,18,419,168,56,41,596,286,3,8,43.9,1,75.32
USR04055,Jennifer Williams,Executive,Officer,2026-01-18,150,4,3,130,538,49,70,419,86,7,18,363,226,2,7,80.06,1,63.41
USR04056,Robert Miller,Executive,Manager,2026-01-17,155,11,5,41,122,1,7,114,163,15,25,298,41,4,8,42.66,1,63.81
USR04057,Lisa Smith,HR,Senior Developer,2026-01-16,114,7,8,58,994,76,130,788,17,2,1,291,257,0,2,40.58,1,63.95
USR04058,Lisa Smith,Finance,Consultant,2026-01-15,213,7,2,108,285,37,20,228,136,4,3,1751,483,14,7,27.24,1,88.54
USR04059,James Davis,HR,Analyst,2026-01-14,215,12,7,13,849,68,140,641,91,35,21,1728,402,9,4,29.7,1,88.01
USR04060,David Martinez,Security,Lead,2026-01-13,143,4,6,56,1048,108,143,797,196,37,20,268,64,13,5,88.61,1,82.43
USR04061,Lisa Brown,Finance,Director,2026-01-12,134,2,6,69,208,29,34,145,59,5,2,211,58,12,8,95.78,1,61.96
USR04062,John Miller,Marketing,Specialist,2026-01-11,123,8,6,106,1026,124,16,886,5,1,1,1386,212,5,6,82.05,-1,76.81
USR04063,David Williams,Marketing,Director,2026-01-10,197,5,8,2,53,5,2,46,94,5,25,479,221,5,7,100,1,42.92
USR04064,James Johnson,Security,Manager,2026-01-09,65,0,5,2,1143,69,186,888,133,29,16,367,231,3,5,63.31,-1,76.16
USR04065,Michael Johnson,Sales,Manager,2026-01-08,160,5,8,49,513,23,4,486,11,3,0,281,134,13,8,83.43,1,70.12
USR04066,Lisa Jones,Security,Senior Developer,2026-01-07,83,6,4,59,754,20,61,673,86,33,20,569,368,11,6,42.22,1,88.45
USR04067,Robert Jones,Sales,Senior Developer,2026-01-06,155,4,2,100,1089,31,81,977,88,20,13,258,69,13,0,75.44,1,65.45
USR04068,Sarah Smith,HR,Manager,2026-01-05,108,2,6,142,552,50,47,455,137,37,37,478,122,7,5,56.44,1,72.69
USR04069,Jennifer Brown,Security,Specialist,2026-01-04,191,8,1,133,573,57,59,457,42,15,9,1972,251,4,8,37.35,1,76.69
USR04070,Lisa Johnson,HR,Senior Developer,2026-01-03,46,2,7,65,127,16,15,96,158,12,30,533,241,3,8,96.66,1,46.91
USR04071,Jennifer Williams,HR,Director,2026-01-02,81,0,7,74,357,41,4,312,182,11,7,1555,284,1,8,41.7,1,47.33
USR04072,Jennifer Jones,Security,Director,2026-01-01,74,0,2,35,250,23,36,191,84,27,7,435,146,3,7,100,1,42.2
USR04073,Lisa Miller,Executive,Senior Developer,2025-12-31,65,3,8,6,788,79,13,696,181,42,14,1909,120,14,0,77.39,-1,73.18
USR04074,Emily Martinez,Executive,Lead,2025-12-30,246,13,6,16,551,81,27,443,109,16,27,426,311,12,0,56.0,-1,96.0
USR04075,Maria Smith,Executive,Manager,2025-12-29,141,7,2,47,673,68,70,535,7,1,1,899,434,1,8,86.57,1,55.14
USR04076,Lisa Brown,Legal,Specialist,2025-12-28,147,0,1,124,962,65,15,882,167,60,50,1722,243,11,6,54.52,1,82.09
USR04077,Michael Garcia,Legal,Associate,2025-12-27,99,3,5,136,1051,97,145,809,86,19,13,1169,50,0,2,18.8,1,60.87
USR04078,James Jones,Sales,Director,2025-12-26,91,1,8,95,712,72,107,533,39,15,4,311,130,7,4,79.91,1,61.7
USR04079,Robert Brown,HR,Coordinator,2025-12-25,203,15,1,61,964,87,47,830,105,39,26,1099,211,15,5,43.01,1,100
USR04080,Maria Johnson,Marketing,Associate,2026-01-23,107,6,4,60,281,30,25,226,106,5,24,495,338,8,8,17.02,-1,97.5
USR04081,Michael Garcia,Finance,Manager,2026-01-22,244,10,8,78,1081,30,89,962,58,5,9,936,344,1,6,90.36,-1,70.17
USR04082,Robert Smith,Security,Director,2026-01-21,129,4,3,8,821,0,156,665,165,31,39,1687,340,12,0,26.13,1,68.26
USR04083,David Martinez,Marketing,Director,2026-01-20,236,0,7,25,1017,116,46,855,57,16,4,114,78,11,1,23.98,1,71.65
USR04084,Jennifer Davis,Executive,Consultant,2026-01-19,220,17,2,3,518,23,7,488,40,5,4,56,26,15,3,75.49,1,79.63
USR04085,Jennifer Jones,Marketing,Analyst,2026-01-18,76,2,7,125,532,1,89,442,6,2,1,63,39,7,7,76.54,-1,81.59
USR04086,Maria Garcia,Security,Officer,2026-01-17,223,7,7,12,864,59,67,738,15,2,0,1869,123,1,0,37.72,1,36.52
USR04087,Emily Williams,IT,Associate,2026-01-16,69,4,3,58,471,15,52,404,129,7,26,330,326,13,8,26.28,1,94.65
USR04088,Robert Johnson,HR,Specialist,2026-01-15,249,4,4,56,724,104,39,581,175,12,20,880,45,4,3,90.04,1,42.35
USR04089,Lisa Jones,Sales,Lead,2026-01-14,162,9,3,126,195,17,22,156,95,4,7,1006,47,6,5,84.06,1,56.02
USR04090,Maria Davis,Security,Senior Developer,2026-01-13,183,7,5,25,957,131,107,719,125,39,14,1311,412,6,6,69.69,1,77.29
USR04091,Maria Martinez,Legal,Officer,2026-01-12,87,0,3,13,441,40,20,381,36,0,4,1156,487,3,1,76.4,1,26.65
USR04092,Sarah Brown,Security,Associate,2026-01-11,225,7,4,18,453,67,55,331,55,21,9,1227,89,6,5,81.36,-1,69.1
USR04093,David Martinez,Marketing,Officer,2026-01-10,231,3,1,71,223,29,25,169,52,17,10,1765,379,3,0,23.99,1,45.87
USR04094,Sarah Miller,HR,Senior Developer,2026-01-09,229,8,1,58,978,102,33,843,34,1,8,1911,304,0,6,60.66,1,50.78
USR04095,Robert Martinez,Finance,Analyst,2026-01-08,117,8,3,17,1200,28,43,1129,5,1,0,1714,149,9,1,70.89,-1,61.24
USR04096,James Miller,HR,Analyst,2026-01-07,127,0,6,126,696,49,134,513,27,1,3,567,133,2,5,28.16,-1,72.67
USR04097,Sarah Jones,Executive,Coordinator,2026-01-06,194,4,3,40,445,46,78,321,107,15,17,1875,384,15,2,77.97,1,65.13
USR04098,Lisa Johnson,Executive,Coordinator,2026-01-05,186,1,7,81,360,28,56,276,196,25,0,1164,263,4,4,79.0,1,47.28
USR04099,John Smith,Operations,Director,2026-01-04,250,9,1,110,571,80,85,406,102,29,13,799,53,15,2,58.78,1,87.87
USR04100,Emily Williams,Executive,Analyst,2026-01-03,73,1,7,83,700,55,74,571,71,3,8,1251,120,0,0,39.17,1,33.35
